Title,Title_URL,Image,Tag_URL,Tag,jsteaserstandfirstlink,jsteaserstandfirstlink1,Time
AstraZeneca places digital tech at core of blueprint for growth,https://www.ft.com/content/a38d9d02-41c6-11e9-9bee-efab61506f44,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2Fde7802de-48ad-11e9-bde6-79eaea5acb64?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...AstraZeneca is mounting a big push into digital technologies, which includes hiring a former Nasa artificial intelligence expert, as it seeks to accelerate drug discovery and show the value of its medicines...",AstraZeneca,"MARCH 17, 2019"
US drugmakers defend pricing under fire in Senate,https://www.ft.com/content/7df3a7e8-39e3-11e9-b72b-2c7f526ca5d0,,https://www.ft.com/drug-prices,Drug prices,"...Albert Bourla, the new chief executive of Pfizer, said the company would “not keep a single dollar” from the rebate reforms, while Pascal Soriot, chief executive of AstraZeneca, said removing the rebates...",AstraZeneca,"FEBRUARY 26, 2019"
Drugmakers face Senate over drug pricing,https://www.ft.com/content/2061c974-3651-11e9-bb0c-42459962a812,,https://www.ft.com/drug-prices,Drug prices,"...Pascal Soriot, chief executive of UK-based AstraZeneca, will try to make the case that pharma can play a role in reducing costs for the health system overall....",AstraZeneca,"FEBRUARY 24, 2019"
Purplebricks displays knack for turning faces purple,https://www.ft.com/content/62ec183c-35e6-11e9-bb0c-42459962a812,,https://www.ft.com/kate-burgess,Kate Burgess,"...Ten FTSE 100 groups account for more than half of dividend payments — Royal Dutch Shell, HSBC, BP, BAT, GlaxoSmithKline, Vodafone, Rio Tinto, AstraZeneca, Lloyds and Glencore....",AstraZeneca,"FEBRUARY 21, 2019"
New drugs help AstraZeneca sales rebound,https://www.ft.com/content/eee7f494-3020-11e9-8744-e7016697f225,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...Drugmaker AstraZeneca extended a sales rebound in the final quarter of last year, driven by the strong performance of new medicines and demand from emerging markets....",AstraZeneca,"FEBRUARY 14, 2019"
"Fast Europe Open: Germany GDP, Turkey current account",https://www.ft.com/content/2a12eaca-3020-11e9-8744-e7016697f225,,https://www.ft.com/markets,Markets,"...Expect a flurry of earnings on Thursday morning with AstraZeneca, Ashmore, Commerzbank, Credit Agricole, Credit Suisse, Renault, Nestle, Money Supermarket and Manchester United Plc lined up to report....",AstraZeneca,"FEBRUARY 14, 2019"
AstraZeneca hires controversial head of cancer R&D,https://www.ft.com/content/e821b2ea-126a-11e9-a581-4ff78404524e,,https://www.ft.com/content/a68b3582-43f2-11e8-803a-295c97e6fd0b,FT People: Consumer and retail,"...Pascal Soriot, chief executive of AstraZeneca, described Dr Baselga as “one of the top, if not the top, scientific leaders in oncology”....",AstraZeneca,"JANUARY 7, 2019"
"Emma Walmsley, a fast-talker shaking up GSK",https://www.ft.com/content/d5385f40-0481-11e9-99df-6183d3002ee1,,https://www.ft.com/columnists/person-in-the-news,Person in the News,"...She poached Luke Miels, AstraZeneca’s European head, to run the division, and Hal Barron from Calico by way of Genentech, to oversee research and development, presenting them as star signings....",AstraZeneca’s,"DECEMBER 21, 2018"
GlaxoSmithKline to break up after striking Pfizer joint venture,https://www.ft.com/content/3681be02-035d-11e9-9d01-cd4d49afbbe3,,https://www.ft.com/stream/7e27074f-ef2c-45ed-a6e3-04f0a93451f4,GSK PLC,"...The deal also comes four years after Mr Read failed in an attempt to take over AstraZeneca, the Anglo-Swedish company, and three years since he inquired about an acquisition of GSK....",AstraZeneca,"DECEMBER 19, 2018"
GlaxoSmithKline/Tesaro: hobby horse,https://www.ft.com/content/3a103fda-f71e-11e8-af46-2022a0b02a6c,,https://www.ft.com/mergers-acquisitions,Mergers & Acquisitions,"...But it faces competition from treatments from AstraZeneca, Merck and multiple biotech start-ups. *

Through the first nine months of the year, Tesaro generated $166m of revenue....",AstraZeneca,"DECEMBER 3, 2018"
GSK to boost cancer drugs pipeline with $5.1bn Tesaro purchase,https://www.ft.com/content/3da2b2d0-f6f7-11e8-8b7c-6fa24bd5409c,,https://www.ft.com/stream/7e27074f-ef2c-45ed-a6e3-04f0a93451f4,GSK PLC,...Credit Suisse noted the “extremely competitive area of PARP commercialisation given the [joint venture] between AstraZeneca and Merck over their medicine Lynparza” and “the more challenging tolerability...,AstraZeneca,"DECEMBER 3, 2018"
AstraZeneca Mystic lung cancer trial fails to deliver results,https://www.ft.com/content/aa773ade-e96e-11e8-a34c-663b3f553b35,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...AstraZeneca had hoped the medicine, whichis called Imfinzi, would eventually be adopted as a first line treatment for non-small cell lung cancer....",AstraZeneca,"NOVEMBER 16, 2018"
AstraZeneca diabetes drug cuts complications,https://www.ft.com/content/8020e04c-e413-11e8-a6e5-792428919cee,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...A drug developed by AstraZeneca has markedly reduced the chances of diabetic patients being hospitalised with heart failure, a condition associated with type 2 diabetes....",AstraZeneca,"NOVEMBER 10, 2018"
AstraZeneca: back from the abyss,https://www.ft.com/content/c3638808-e361-11e8-a6e5-792428919cee,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...But AstraZeneca’s white coats have outperformed. Their recent winning streak has produced the first quarter of core sales growth since 2014, pushing the shares up 2 per cent on Thursday....",AstraZeneca’s,"NOVEMBER 8, 2018"
AstraZeneca shares surge as new drugs spark hope of growth,https://www.ft.com/content/093224be-e332-11e8-a6e5-792428919cee,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...Despite Crestor woes, AstraZeneca said there were no major patent expiries looming in the near future....",AstraZeneca,"NOVEMBER 8, 2018"
AstraZeneca sells trio of respiratory drugs for $350m,https://www.ft.com/content/03eef9d6-e194-11e8-a6e5-792428919cee,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,...AstraZeneca has been searching for ways to offset a decline in sales from former blockbuster drugs such as Crestor as patents expire....,AstraZeneca,"NOVEMBER 6, 2018"
AstraZeneca strengthens cancer focus with Innate deal,https://www.ft.com/content/6848f540-d694-11e8-a854-33d6f82e62f8,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...The companies on Tuesday said that AstraZeneca would acquire a 9.8 per cent equity stake in Innate through the issue of 6,260,500 new shares to AstraZeneca at €10 each, more than double Monday’s closing...",AstraZeneca,"OCTOBER 23, 2018"
AstraZeneca gets cancer trial boost for Lynparza drug,https://www.ft.com/content/c099aafe-d44c-11e8-a854-33d6f82e62f8,,https://www.ft.com/drugs-research,Drugs research,...A treatment developed by AstraZeneca has shown strong benefits for women newly diagnosed with ovarian cancer in the latest boost for the Anglo-Swedish drugmaker’s research and development-led growth strategy...,AstraZeneca,"OCTOBER 21, 2018"
Unilever U-turn shows how angry shareholders are securing change,https://www.ft.com/content/d7211dba-ce21-11e8-9fe5-24ad351828ab,,https://www.ft.com/personal-household-goods,Personal & Household Goods,"...Rebellions over high executive pay at the UK’s largest companies, meanwhile, doubled this year, with businesses from AstraZeneca to BT and Shell suffering big protests at their AGMs....",AstraZeneca,"OCTOBER 14, 2018"
Respiratory illnesses prompt innovation at small UK pharma groups,https://www.ft.com/content/a552dbc0-c89f-11e8-ba8f-ee390057b8c9,,https://www.ft.com/uk-companies,UK companies,"...In 2017, the company also established a commercial collaboration with AstraZeneca in the US through which Circassia promotes the COPD (chronic obstructive pulmonary disease] treatment Tudorza and has the...",AstraZeneca,"OCTOBER 5, 2018"
AstraZeneca Imfinzi scores lung cancer success,https://www.ft.com/content/87024e50-bda8-11e8-8274-55b72926558f,,https://www.ft.com/uk-companies,UK companies,...Shares in AstraZeneca were 2 per cent higher in early afternoon trading after the announcement....,AstraZeneca,"SEPTEMBER 25, 2018"
Woodford finds all is not lost — and there’s hope on the Horizon,https://www.ft.com/content/046e8e00-ba7d-11e8-8274-55b72926558f,,https://www.ft.com/matthew-vincent,Matthew Vincent,...Its Crispr gene-editing technique has earned it an agreement with AstraZeneca and another unnamed “major” pharmaceutical company — and this is an end-market with a compound annual growth rate of 15-20 per...,AstraZeneca,"SEPTEMBER 17, 2018"
Big pharma takes a gamble on NHS experiment,https://www.ft.com/content/0951ab8c-a128-11e8-85da-eeb7a9ce36e4,,https://www.ft.com/sarah-neville,Sarah Neville,"...We have Pfizer, we have Chiesi, we have [AstraZeneca] . . .[ and] Bohringer Ingelheim in this COPD space with huge amounts to offer and huge skin in the game.”...",AstraZeneca,"AUGUST 28, 2018"
China health reforms help global pharma groups despite price cuts,https://www.ft.com/content/5aef7218-a50f-11e8-8ecf-a7ae1beff35b,,https://www.ft.com/chinese-politics-policy,Chinese politics & policy,"...“It’s suddenly a very nice performance,” AstraZeneca’s chief executive Pascal Soriot told investors on a conference call....",AstraZeneca’s,"AUGUST 26, 2018"
Diversify in your search for income,https://www.ft.com/content/6b698796-93df-11e8-95f8-8640db9060a7,,https://www.ft.com/maike-currie,Maike Currie,"...Shell, GSK and AstraZeneca have all maintained their dividends, even though, at times, those dividends weren’t covered, and the underlying business dynamics pointed towards a dividend cut....",AstraZeneca,"AUGUST 1, 2018"
UK earnings bonanza: a (brief) London stocks round-up,https://www.ft.com/content/41b020a8-90a2-11e8-bb8f-a6a2f7bca546,https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fprod-upp-image-read.ft.com%2F9ee87a34-90a9-11e8-bb8f-a6a2f7bca546?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/uk-companies,UK companies,"...Also on Thursday pharma giant AstraZeneca reported strong sales growth but said new medicines had failed to offset the impact of patent expiries, broadcaster Sky beat expectations over the period in which...",AstraZeneca,"JULY 26, 2018"
"Opening Quote: Diageo, Astra, Shell, Sky . . . phew, what a scorcher",https://www.ft.com/content/b53fd718-90a0-11e8-b639-7680cedcc421,,https://www.ft.com/matthew-vincent,Matthew Vincent,...AstraZeneca has been trying to convince investors that newer drugs can make up for falling sales of Crestor and other ex blockbuster drugs that are coming off patent....,AstraZeneca,"JULY 26, 2018"
New drugs boost AstraZeneca sales but patent expiries still weigh,https://www.ft.com/content/b1c776ce-9099-11e8-bb8f-a6a2f7bca546,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...The decline of sales from Crestor, which at its 2011 peak generated annual sales of more than $6bn has hurt AstraZeneca quarter after quarter....",AstraZeneca,"JULY 26, 2018"
Emma Walmsley plots course out of ‘hobbyland’ for GSK,https://www.ft.com/content/41e49546-8c0f-11e8-bf9e-8771d5404543,,https://www.ft.com/uk-companies,UK companies,...Ms Walton noted with approval that AstraZeneca had “a good track record of fast development”....,AstraZeneca,"JULY 20, 2018"
Investors step up protests over excessive pay,https://www.ft.com/content/7052722a-7627-11e8-b326-75a27d27ea5f,,https://www.ft.com/corporate-governance,Corporate governance,"...Investors have stepped up protests against directors who back excessive pay or sit on too many boards as they increase scrutiny of some of Britain’s biggest groups including AstraZeneca, British American...",AstraZeneca,"JUNE 22, 2018"
FCA interviewed Finsbury chief’s driver in insider trading probe,https://www.ft.com/content/f662e4a0-7567-11e8-aa31-31da4279a601,,https://www.ft.com/uk-companies,UK companies,"...It represented Walmart in the sale of Asda to Sainsbury’s and also advises Sky, AstraZeneca and BAE Systems....",AstraZeneca,"JUNE 21, 2018"
Global pharma bleeds talent to China start-ups,https://www.ft.com/content/d3a2de0e-6fbb-11e8-92d3-6c13e5c92914,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...Former China executives at multinationals including Pfizer, AstraZeneca, GlaxoSmithKline and Johnson & Johnson have switched to local companies in recent months as the domestic industry develops drugs for...",AstraZeneca,"JUNE 17, 2018"
AstraZeneca and Eli Lilly scrap Alzheimer’s drug trial,https://www.ft.com/content/b07e1f70-6e07-11e8-852d-d8b934ff5ffa,,https://www.ft.com/dementia,Dementia,...AstraZeneca said the discontinuation of the trial was not expected to have a material impact on its 2018 financial guidance....,AstraZeneca,"JUNE 12, 2018"
Alzheimer’s cure: a fading hope,https://www.ft.com/content/689edad8-6e38-11e8-852d-d8b934ff5ffa,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,...On Tuesday a treatment from AstraZeneca and Eli Lilly joined the list. The partners halted a trial of a drug called Lanabecestat on the grounds it was unlikely to meet its goal....,AstraZeneca,"JUNE 12, 2018"
Drugmakers struggle to find immunotherapy combinations for cancer,https://www.ft.com/content/d39afa5e-6066-11e8-9334-2218e7146b04,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,"...The medicines, which wowed the audience at Asco in 2014, raked in $10bn in sales last year for Merck of the US, Bristol-Myers Squibb, Roche and AstraZeneca....",AstraZeneca,"MAY 30, 2018"
Balfour Beatty sees off investor pay unrest,https://www.ft.com/content/7ef0001a-6027-11e8-ad91-e01af256df68,,https://www.ft.com/remuneration,Remuneration,"...London-listed investment house Jupiter Fund Management, housebuilders Bovis Homes and Persimmon, drugmaker AstraZeneca and the consumer giant Unilever all faced substantial revolts over their pay packages...",AstraZeneca,"MAY 25, 2018"
Lloyds shareholders protest over Horta-Osório pay,https://www.ft.com/content/a104bee8-5f64-11e8-9334-2218e7146b04,,https://www.ft.com/uk-banks,UK banks,"...Thursday’s vote was the latest in a series of recent protests over pay at large groups such as Royal Dutch Shell, AstraZeneca and Unilever....",AstraZeneca,"MAY 24, 2018"
Royal Dutch Shell hit by protest over CEO’s pay,https://www.ft.com/content/7f945fc4-5dc6-11e8-9334-2218e7146b04,,https://www.ft.com/european-companies,European companies,"...But it added to sizeable pay protests this month against a series of large European companies, including AstraZeneca and Unilever, in a sign shareholders are becoming more assertive on the issue....",AstraZeneca,"MAY 22, 2018"
AstraZeneca: appliance of science,https://www.ft.com/content/df9d11be-5aaa-11e8-b8b2-d6ceb45fa9d0,,https://www.ft.com/uk-companies,UK companies,"...Sales dropped after a faster-than-expected decline in AstraZeneca’s cholesterol-zapping drug Crestor.

Boss Pascal Soriot says AstraZeneca is still on track to meet its 2023 revenue targets....",AstraZeneca’s,"MAY 18, 2018"
AstraZeneca chief Pascal Soriot suffers pay revolt,https://www.ft.com/content/cdd56fd4-5a60-11e8-bdb7-f6677d2e1ce8,,https://www.ft.com/uk-companies,UK companies,...AstraZeneca shares fell almost 2 per cent to close at £52.41....,AstraZeneca,"MAY 18, 2018"
"Stocks to watch: Vodafone, AstraZeneca, Glencore, Campbell Soup",https://www.ft.com/content/9f41c1b6-5a7b-11e8-b8b2-d6ceb45fa9d0,,https://www.ft.com/equities,Equities,"...AstraZeneca fell 2.5 per cent after the drugmaker’s earnings per share for the first quarter halved, hit by increased generic competition for its Crestor statin drug....",AstraZeneca,"MAY 18, 2018"
